language	-ly	I do	alive	all	arm	autumn	bear	beard	beast	blood	bone	bread	broad	castle	cold	colour	come!	corn	cough	cow	daughter	dead	deer	done	donkey	door	ear	earth	egg	eight	entrance	eye	fast	father	few	field	finger	five	flower	foot	four	full	game	goat	gold	good	grass	green	hand	he believes	he holds	he says	he sleeps	head	heat	his	horn	hot	hour	hundred	in	it is	it lasts	leaf	let's go in	listen!	liver	moon	mother	my	nail	name	neighbour	new	night	nine	not	one	oven	part	rains	raw	sad	said	salt	sea	serve!	seven	sin	six	sky	star	stone	straight	strong	sweet	taste	tear	ten	thousand	three	to see	to sell	to taste	tongue	tooth	twenty	two	water	we hope	we sing	weather	week	wheel	when?	which?	widow	wind	wine	winter	wolf	wool	worm	year	you (pl.) carry	young	your
LG_FILEPATHPART																																																																																																																															
Rce_PLg_Hist_Trad	ˈmɛntɛ	ˈfak̟i.oː	ˈviːvʊ̃	ˈtoːtã	ˈbraːkkʰi.ʊ̃	aʊˈtʊmnʊ̃	ˈʊrsʊ̃	ˈbarbã	ˈbeːsti.ã	ˈsaŋɡʷɪnɛ̃	ˈɔssʊ̃	ˈpaːnɛ̃	larɡʊ̃	ˈarkʊ̃	ˈfriːɡ̟ɪdã	koˈloːrɛ̃	vɛˈniːtɛ	ˈɡraːnʊ̃	ˈtʊssɪ̃	ˈvakkã	ˈfiːli.ã	ˈmɔrtʊ.ã	ˈk̟ɛ̞rvʊ̃	ˈfaktʊ̃	ˈasɪnʊ̃	ˈpɔrtã	aʊˈɾɪkʊlã	ˈtɛ̞rã	ˈoːvʊ̃	ˈɔktoː	ɪnˈtraːtã	ˈɔkʊlʊ̃	ˈrapɪdʊ̃	ˈpatɛ̞r	ˈpaʊkʊ̃	ˈkampʊ̃	ˈdɪɡ̟ɪtʊ̃	ˈkʷiːŋkʷɛ	ˈfloːrɛ̃	ˈpɛdɛ̃	ˈkʷattʊ.ɔr	ˈpleːnʊ̃	ˈjɔkʊ̃	ˈkaprã	ˈaʊrʊ̃	ˈbɔnʊ̃	ˈhɛ̞rbã	ˈvɪrɪdɛ̃	ˈmanʊ̃	ˈkreːdat	ˈtɛnɛt	ˈdɪkat	ˈdɔrmɪt	ˈkapʊt	kaˈloːrɛ̃	ˈsʊ.ã	ˈkɔrnuː	ˈkaɫdʊ̃	ˈhoːrã	ˈk̟ɛntʊ̃	ɪn	ɛst	ˈduːrat	ˈfɔli.a	ɪnˈtraːmʊs	aʊsˈkʊɫtaː	fɪˈkaːtʊ̃	ˈluːnã	ˈmaːtɛ̞r	ˈme.ʊ̃	ˈʊŋɡulã	ˈnoːmɪnɛ̃	vɛˈk̟iːnã	ˈnɔvʊ̃	ˈnɔktɛ̃	ˈnɔvɛ̃	noːn	ˈuːnʊ̃	ˈfʊrnʊ̃	ˈpartɛ̃	ˈplʊ.ɪt	ˈkruːdã	ˈtriːstɛ̃	ˈdɪktʊ̃	ˈsalɛ̃	ˈmaɾɛ	sɛ̞rˈviːtɛ	ˈsɛptɛ̃	pɛkˈkaːtʊ̃	sɛks	ˈkaɪlʊ̃	ˈsteːllã	ˈpɛtrã	diːˈreːktʊ̃	ˈfɔrtɛ̃	ˈdʊɫk̟ɛ̃	ɡʊstʊ̃	ˈlakrɪmã	ˈdɛk̟ɛ	ˈmiːllɛ	treːs	ˈvɪde.oː	ˈvɛndɛ̞rɛ	ɡʊˈstaːrɛ	ˈlɪŋɡʷã	ˈdɛntɛ̃	viːˈɡ̟ɪntɪ	ˈdʊ.ɔ	ˈakʷã	speːˈraːmʊs	kanˈtaːmʊs	ˈtɛmpʊs	sɛptɪˈmaːnã	ˈrɔtã	ˈkʷandɔ	ˈkʷaːlɛ̃	ˈvɪdʊ.ã	ˈvɛntʊ̃	ˈviːnʊ̃	hiːˈbɛ̞rnʊ̃	ˈlʊpʊ̃	ˈlaːnã	ˈvɛ̞rmɛ̃	ˈannʊ̃	pɔrˈtaːtɪs	ˈjʊvɛnɛ̃	ˈvɔstrã
Rce_Ib_NCtm_Gal_Ctl_MindE_Foz_Dl	ˈmentʰe	ˈfaˑɣɔ̝	ˈbiˑβo	ˈtɔˑðo̞	ˈbɾaθo̞	ʔŏ̞ʊ̆ˈtɔno	ˈʔɔs̠ˑo̞	ˈbaˑɾβa̝	ˈbestɐ̟	ˈsaŋɡɪ	--	paˑŋ	ˈlarɣo	kʰɐ̆sˈtɛlo̞	ˈfɾiˑo̟	kʰɔ̟ˑr	ˈbiˑðe	ɡɾa̟ˑŋ	ˈtɔ̞sɪ	ˈbakʰa̟	ˈficçɐ̟	ˈmɔ̞rtɐ	ˈθɛˑrβo̞	ˈfĕ̞itʰo̟	ˈʔaˑsno̟	ˈpɔ̞ɾtɐ̟	hɔ̈̆ˈɾe̞ˑɟʝɐ̟	ˈtɛ̞rɐ	ˈʔɔ̞ˑβo	ˈʔɔĭto	ɪ̆nˈtʰɾaˑð̞a̝	ˈʔɔ̞ˑɟʝo̟	ˈraˑpĭðo̟	pa̠ˑi	ˈpɔʊ̆kʰo	ˈkʰampo̞	ˈde̞ˑðo̞	ˈθiŋkʰo̞	flˠɔˑr	pɛˑ	ˈkatɾo	ˈcçe̞ˑo̞	ˈʃɔ̞ˑɣʊ	ˈkʰaˑβɾɐ̟	ˈʔɔʊɾo	bɔ̝ˑ	ˈʔɛrβa̝	ˈbɛ̝rðe	maˑŋ	ˈkʰɾeˑa	tɛˑŋ	ˈdiˑɣɐ̟	ˈdɔ̞ˑrme	kʰă̝ˈβɛ̝s̪ɐ̟	kʰă̝ˈlˠɔˑr	ˈs̺uˑwɐ	ˈkʰɔ̞rno	ˈkʰa̠lˠdo	ˈʔɔˑɾɐ̟	θɛˑŋ	ʔe̞ˑŋ	ʔɛˑ	ˈdʊˑɾɐ̟	ˈfɔ̟ˑʝɐ̟	ʔĕnˈtɾamo̟s̺	ˈʃkɔ̆ɪ̆tɐ̟	ˈfiɣɜðö	ˈlʷuˑwa̝	naˑi	me̞ˑʊˑ	ˈʔuˑɲɐ	ˈnɔ̞ˑme	bĕˈθiɲɐ̟	ˈnɔ̞ˑβo	ˈnɔitʰe	ˈnɔ̞ˑβe	nɔ̞ˑŋ	ʔʊŋ	ˈfɔ̝rno	ˈpaɾte	ˈcçɔ̞ˑβe	ˈkʰɾʊˑwɐ	ˈtɾistʰe	ˈdiˑtʰo̟	sa̠ˑlˠ	maˑr	s̺ë̆ɾˈbiðes	ˈs̺ɛte	pĕˈkʰaˑðö	s̺e̞is	ˈθɛˑo̞	ˈstʰɾɛ̝la	ˈpɛˑðə̟̆ɾa̝	de̞ˈɾɛ̝̆ɪ̆tʰo	ˈfɔ̞rte	ˈdɔθe	ˈɡʊs̠tʰo	ˈlaɣɾɪ̆ma̝	dɛˑθ	mil	tɾe̞ˑs̺	be̞ˑr	b̥ë̆nˈde̞ˑr˳	ɡŭsˈta̝ˑr	ˈliŋɡwɐ	ˈdɛnte	ˈbintʰe	dɔˑʊs̺	ˈʔaʊɣɐ	ʃpë̆ˈɾa̠mo̞s̺	kʰă̝nˈta̠mo̞s̺	ˈte̞mpŏ	së̆ˈmaˑna	ˈrɔ̞ˑðɐ	ˈkʰaˑndo	kʰa̠ˑlˠ	ˈbiˑʊβɐ	ˈbe̞nto̞	ˈbiɲo̟	ʔĭmˈbɛɾnö	ˈlˠɔˑβo	laˑ	ˈbɛrme	ˈʔaˑno̞	pɔ̆ɾˈta̠ˑðe	ˈʃɔˑβe	ˈbɔ̞ˑs̺ɐ̟
Rce_Ib_NCtm_Gal_East_AstTr_Tapia_Dl	ˈmɛntʰe	ˈfɑːɣo̞	ˈbiˑβo	ˈto̞ˑðɐ	ˈbɾaθo̟	ʔoˈto̞ˑno̟	ˈʔɔˑs̺ʊ	ˈbaˑɾβa̝	ˈbestɐ	ˈs̺aˑŋɡɾe	ˈʔɔˑs̺ʊ	pa̠ˑŋ	ˈlaˑɾə̆ɣ̠o̞	kʰɜ̆s̺ˈtiˑlʲo	ˈfɾiːjo	kʰɔˈlˠɔ̝ːɹ̝	ˈbiˑðɪ	ɡə̆ˈɾa̝ˑʊ̆	to̞ːs̺	ˈbaˑkʰa	ˈfiˑʝɐ	ˈmo̞ˑrta̝	ˈθjɛ̝ɾə̆βʊ	ˈfeĭtʰo̟	ˈbʊˑrʊ̆	ˈpɔˑrtʰɐ̤	ʔoˑˈɾɛ̝ˑʝɐ̟	ˈtɛˑrɹɐ	ˈʔɔˑβŏ	ˈɔˑĭtʰo̟	ʔĕnˈtʰɾa̝ˑða̝	ˈʔɔˑdʒo̟	ˈɹapiðo̟	pa̠ː	ˈpoˑʊ̆kxʊ	ˈkʰaˑmpʰʊ̆	ˈdiˑðo̟	ˈθiˑŋk˯o	flˠɔ̝ˑr̥	pe̞ː	ˈkʰwaˑtʰɘ̆ɹo̟	tɕjɛ̃ˑŋ	ˈx̠wɛ̠ˑɣo̞̰	ˈkʰa̝̠ˑβɾa	ˈʔɔ̝ˑɾʊ	bɔː˜	ˈʔɛɾə̆βɐ	ˈbe̞ˑɹ̝d̥e	ˈmaˑo	ˈkʰɾe̞ˑa̝	tɛˑ˜ŋ	ˈdiˑɣɐ	ˈdo̞ˑrme̞	ˈkʰa̠βŏ	kʰă̝̠ˈlˠɔ̝ˑr˳	ˈsuˑwɐ̟	ˈkxɔrnʊ	ˈkʰa̝̠ˑlˠðo	ˈo̞ːɾɐ	θɛːŋ	ʔe̞ː˜ŋ	e̞ːs̺	ˈduːɾɐ	[i]ˈfɔ̞ˑʝ̥ɐ̤	ʔĕnˈtʰɾaˑmo̞s̺	ʔĕsˈkŭĭtɜ	ˈfeˑɣɐðo̟	ˈlʷuˑnɐ̟	ma̠ː	mɛˑʊˑ	ˈuˑɲɐ	ˈnɔˑmbɾe	bĕˈθijɐ	ˈnɔːβo	ˈnɔitʰɪ	ˈnɔːβe	nɔː	ʔʊ̃ː	ˈfo̞ˑrnʊ	ˈpaˑrtʰe	ˈtɕo̞ˑβɪ	ˈkʰɾʊˑð̞ɐ	ˈtʰɾiˑste	ˈditʰo̟	s̺a̝̠ːlˠ	maːr̥	..	ˈs̺ɛːte	pĕˈkʰaˑðo	s̺e̞ɪː˯s	ˈθje̞lo̞	ɛ̆s̺ˈtɾɛla̝̤	ˈpe̞ˑðɘ̆ɾɐ	de̞ˈɾeˑto̟	ˈfo̞ˑrtʰɪ̆	ˈduˑlˠθɪ	ˈβʊˑʃtŏ̞̰	ˈlaɣɾɪma	ˈdɛ̝ːθ	miˑl	tɾe̞ːs̺	be̞ːɾɹ̝	bɛ̈̆nˈdɛ̝ːɾɹ̝	ɡʊʃˈtaˑr̥	ˈliŋɡwɜ	ˈdɛnte	ˈbe̞ɪ̆ntʰi̞	dɔːʊs̺	ˈʔa̝̠ʊ̆ɣwɐ	ʔĕs̺pɛ̆ˈɾaˑmo̞s̺	kʰă̝nˈta̝mŏ̟s̺	ˈtʰɛˑmpo	s̺ĕˈmaˑna̝	ˈɹ̝ɔ̝ˑðɐ	ˈkʰɒndo	kʰwɑˑlˠ	ˈbiʊðɐ	ˈbɛntʰo̟	ˈbiˑno̟	imˈbɛˑrno̟	ˈlˠo̞ˑβʊ	ˈlaˑna̝	ˈbje̞ˑɾmo	ˈʔaˑno	..	..	ˈbɔˑs̺ɐ
Rce_Ib_NCtm_Ast_Ctl_Std	ˈmɛnte̞	ˈfa̝̠ɪxɔ	ˈbiˑβʊ	ˈtɔːɐˑ	ˈbɾa̝ˑθo	sɛ̆ˈɾɔ̞ndɐ	ˈɔˑsʊ	ˈba̝̠ˑɾβɐ	ˈbɛstiɜ	ˈs̺a̝ŋɡɾe	ˈhwe̠su	pɐˑŋ	ˈʎa̝ˑɾə̆ɣʊ	kʰɐ̆sˈtjeʎʊ	ˈfɾi̞ˑʊ	kʰɔ̆ˈɫɔ̞ːɾə̠̆	bĕ̞ˈni̞ː	ɡə̆ˈɾa̝ˑno	tɔːs̺	ˈba̝̠ˑkɐ	ˈfiˑjɜ	ˈmwɛ̈ɾtɐ	ˈbe̞ˈnɐˑʊ	ˈfɛ̝tɕʊ	ˈ˷a̠snʊ	ˈpwɞ̨ɾə̆tɐ	hɔ̆ˈɾɛ̝ˑʎɜ	ˈtʰjɛ̝rɐ	ˈɡ̠we̠βʊ	ˈɔtɕo̟	hĕnˈtɾa̝ˑðɜ	ˈɣwe̠ʎo	ˈrɐpiðʊ	pa̝̠ː	ˈpɔko̞	ˈkʰa̝̠ˑmpʰʊ	de̞ˑuˑ	ˈθi̞ŋkɔ̟	ˈflˠɔ̞ˑɾə̠̆	piˈe̞ː	ˈkwɐtɾö	ˈplʲje̞nʊ	ˈʃwe̠̞ɣ̞ʊ	ˈka̝̠ˑβɾɐ	ˈɔːɽʊ	ˈbɔˑnʊ	ˈʝe̞ɾə̆βɐ	ˈbɛˑɾə̆ðe̞	ˈma̝ˑno̞	kə̟̆ˈɾe̞ˑɐ	tje̞ŋ	ˈdɪˑɣɐ	ˈdwɛ̠ɾme̞	ˈka̝̠ˑβʊ	ka̝̠ˈlˠɔɾə̠̆	sɔˑŏ	ˈkʰwɛ̈rnʊ	ˈkʰa̝̠lˠdʊ	ˈhɔ̞ˑɾɐ	sje̞ˑŋ	he̞ĕŋ	ɟʝe̞ː	ˈdʊˑɾɜ	ˈfʊeʎɜ	hë̆nˈtɾa̝mɔ̝ˑs̺	hĕ̠sˈkʊtɕɜ	ˈfɛ̝ˑɣɜðʊ	ˈʎʊnɜ	mɐː	[l̩]mi̞ɔ̝ˑ	ˈʊɲɜ	ˈnɔme̞	be̞ˈθi̞nɜ	ˈnwœ̨βʊ	ˈnwe̞tʃe̞	ˈnʊ̞ø̠βe̞	nʊ̃ː	ʔʊ̞ˑŋ	ˈfɔ̞rnʊ	ˈpa̝̠ɾtʰe̞	ˈplʲwe̠βɛ̝	ˈkɾʊˑðɐ	ˈtɾistʰe̞	ˈditɕʊ	sa̝̠ˑlˠ	ˈma̝̠ˑɾə̆	siɾɘ̆ˈβiˑs	ˈs̺jete	pĕ̞ˈkɐˑʊ	s̺e̞ˑi̞s̺	ˈθjelʊ	hĕ̤sˈtɾe̞ʎɜ	ˈpje̞ðɾɜ	dɛˈɾɛ̝ˑtɕʊ	ˈfwəɾte̞	ˈdʊɫθe̞	ˈɣʊstʰʊ	ˈʎa̝ˑɣɾɪ̆mɜ	tʰiˈeˑθ	mi̞ˑl	tɾe̞ːs̺	ˈbɛ̝ˑɾə̆	bɛ̆nˈdɛ̝ˑɾə̆	ɡʊ̆sˈta̝̠ˑɾə̆	ˈʎiŋɡwɐ	ˈtʰje̞nte̠	ˈbɛ̝nti	dɔːs̺	ˈɑˑɣwɐ̠	hĕ̞spɛ̆ˈɾa̝ˑmɔˑs̺	kʰɐ̆nˈta̝̠mɔˑs̺	ˈtjempʊ	sɛ̆lˈmɐnɜ	ˈrwɛ̝ðɐ	ˈkʰwa̝̠ndo̞	kwɐlˠ	ˈbilβɐ	ˈbje̞ntʊ	ˈbiˑno	iˈβjɛrnʊ	ˈʎo̞ˑβʊ	ˈʎɜ̟ˑnɜ	ˈbje̞ɾβë̆ne̞	ˈhaɲʊ	..	ˈʃɔ̝ˑβe̞ŋ	ˈbʊësɜ
Rce_Ib_NCtm_Mir_Miranda_Town_Dl	mentç	ˈfa̠ːɣo	ˈbɪˑβʊ	ˈtʰɔːðo	bɾɐˑss	ʊˈtɔˑɲo̟	ˈuˑɾsʊ̆	ˈba̝̠ˑɾβɜ	ˈbe̞ˑstʰjɐ̟	ˈs̺ɐ̟ŋɡɾe̠	ˈuɘ̆s̺s̺ʊ̤̆	pɐ̠̃ˑŋ	ˈʎɐˑɾɣo	kʰɘ̆sˈtʰiˑɮʊ	fɾi̠ˑo̝	ˈkʰɫɔˑə̆ɾe̠	bɘ̆ˈni̞ːɾi̞	ˈɣɾɐ̟ˑno̟	tʰɔ̝ˑs̺s̺	ˈbɐ̠ˑkɜ̟	ˈfiʎɜ̟	ˈmoˑɾtʰɜ̟	ˈse̞ˑɾβo	ˈfe̞ɪtʰʊ	ˈa̠ˑznŏ̞̟	pʊˑɾtʰɜ	oˈɾe̝ˑɮɜ̟	ˈtʰiə̆r̝ɜ	ˈuːβʊ̆	ˈui̠ttʰʊ̤̆	hɜ̆nˈtɾa̝ˑðɜ	ˈuɨ̆ɮʊ̆	ˈr̝ɑ̝ˑpɪ̠̆ðŏ	pa̝̠ˑɪ	poˑkʰ	kʰɐ̠̃mpʰ	dɪ̠ˑðŏ̞̟	ˈsiŋkʰʊ̤̆	ˈfɫɔˑɾə	piˑe	kwɐttɾ̥ʰ	tʃeːno̞	ˈʒɔːɣo	ˈkʰɐβɾɜ	ˈoˑʊ̆ɾʊ	bũ̞ˑŋ	ˈhiĕ̠ɾə̆βɜ	ˈbeˑĕ̠̞ɾðe̠	ˈmɐˑnŏ̞̟	ˈkʰɾɛ̝ɪjɜ̟	tʰeˑʊ̃ˑ	ˈdɪˑɣɜ̟	ˈdɾʊˑme̠	kʰə̆ˈβe̠ˑsɜ̆	kʰɑ̝̆ˈɫɔˑə̆ɾe̠	s̺ʊˑ	ˈkʰoˑrnʊ̆	ˈkʰɑ̝ˑɫðo	ˈhɔ̞ːɾɜ	sj̃ẽ̆ntʰʊ̤̆	ɐŋ	ɮiɪ	ˈðʊːɾɜ̟	ˈfʊɨ̆ʎɜ̟	ɜ̟̆nˈtɾɐˑmʊs̺	ˈʃkʰʊi̠tɜ̟	ˈfiɣɘðŏ̟	ˈɮʊ̟ˑnɜ	ma̝̠ˑɪ	mi̞ʊ	ˈuˑɲɜ̟	ˈnɔˑme̠	ˈβ̞zi̞ˑnɜ̟	ˈnwoˑβo̝	ˈnʊi̠tʰɪ̤̆	ˈnoˑve̠	nʊŋ	ʊŋ	ˈfɔ̝ˑrnŏ	pɐˑɾtʰ	ˈtʃʊˑβi̠	ˈkʰɾʊˑðɜ̟	ˈtʰɾi̠ˑstʰɪ̤̆	ˈdi̠ttʰʊ̤̆	s̺ɑ̝ˑɔ̞	ˈmɐːɾə̆	s̺ɘɾˈβiː	s̺i̠tʰ	ˈpkɐːðŏ̟	s̺ĕ̞ɪs	ˈsi̠ə̆ɫo	ˈstɾeˑɮɜ̟	ˈpiĕ̠ðə̆ɾɜ	ˈd̪ɾɛ̝ɪttʰʊ̤̆	fʊˑɾtʰ	dɔˑss	ˈɡʊˑstʊ̆	ˈɮɐ̟ˑɣɾɪ̠̆mɜ	diɪ̆s	mi̠ˑɫ	tɾeˑs	ˈbeːɾe	βə̆nˈdeːɾe̠	ɡʊ̆sˈtɐːɾe̠	ˈɮe̞ˑŋɡwɜ	dĩˑẽ̠̆ntʰ	ˈbi̞ˑntʰɪ̤̆	doˑs	ˈhɑ̝ʊɣɜ	s̺pə̆ˈɾɐˑmʊs̺	kə̆nˈtɐmʊ̆̃s̺	tʰi̞ə̆̃mpʰ	ˈsmɐ̃ˑnɜ̟	ˈrwɘðɜ	ˈkwɐ̠ndŏ̟	kʰɑ̝ː	bi̠ˈjʊβɜ	ˈbi̠ə̆̃nt̪ʰʊ̆	ˈbɪ̃ˑno̟	hɪ̃mˈbje̠ˑɹ̝nʊ̤̆	ˈɮo̞ˑβŏ	ˈɮɐ̟ˑnɜ̟	ˈbe̞ˑɾmĕ̠	ˈa̝ˑɲo̟	ʃʊ̆pʊ̆ɾˈtɐˑɪˑ	ˈʒɔːβ̞ə	ˈboˑs̺ɜ
Rce_Ib_Port_SCt_Lis_Std	ˈmeə̆ntʰɯ	ˈfaˑsu	ˈviˑvu	ˈtoːd̪u	bə̆ˈɾaˑsŭ	˷oˈtʰoˑnu	ˈʔuˑɾsu	ˈbaˑɾbə	ˈbɪˑʃtɜ	ˈsɛˑŋɡɯ	ˈʔoˑsu	pɐ̃ˑʊ̃	ˈɫɑˑɾʊ̆ɡu	kʰë̆ʃˈtɛ̝ʌ̆ɫu	ˈfɾiːjŭ	kʰŭˈoˑɾ̥	ˈvĩˑndɯ	ɡɘ̟̆ˈɾæˑõ	tɔ̞ˑɜ̆sɯ	ˈ˳vaˑkʰɜ	ˈfiˑlʲɜ̟	ˈmɔɞ̆ɾtɐ	ˈsɪĕ̠ɾvu	ˈfɛ̞ɪtu	ˈʔa̠ˑʒnu	ˈpʰɔɞ̆ɾtɜ̟	ʔɔ̝ˈɾɛˑlʲɜ̟	ˈtɛ̝ˑæ̆ʁə	ˈʔoːvu	ʔoĭtʰʷ	ʔɛ̈̆nˈtɾaːðɜ	ˈʔoˑlʲu	ˈχaˑpĭdu	pɑˑɪˑ	ˈpʰoːku	ˈkʰɛ̞ˑmpʰu	ˈdɪˑĕ̠du	ˈsĩˑkʰʷ	ˈfɫoɘ̆ɾ̥ɯ̥̆	pe̞ː	ˈkwa̠ˑtɾ̥ŭ̥	ˈʃɛˑɪ̆ju	ˈʒoːɡu	ˈkʰaˑbɾɜ	ˈʔoːɾu	bõ̞ːŭ̃	ˈʔɛɐ̆ɾɘ̠̆vɜ	ˈveˑə̆ɾdɯ	mɐ̃ˑʊˑ	kʰə̆ˈɾɛijɜ	tɛ̞ɪ̃ˑ	ˈdiˑɣɜ̟	ˈdɔˑə̆rme̠	kʰɘˈβeə̆sɜ	kʰɑ̝ˈɫoɘɾɯ	ˈsuˑwɛ̈	ˈkʰwoˑɾnu	ˈkʰɑˑɫdu̟	ˈʔɔɐɾ̠ɜ̟	ˈseə̆ntʰŭ	ʔɛˑɪ̃ˑ	ʔe̞ː	ˈduˑɾ̠ɛ̈	ˈfwo̞lʲɜ	ʔenˈtɾɛˑmuʃ	ˈʃkoˤːtɐ	ˈfiɡədu	ˈɫuːwɛ̈	mɛ̞ˑɪ̃ˑ	mɪoŭ	ˈʔuˑɲɛ̈	ˈnɔ̝ːmë	viˈzĩˑɲɜ̟	ˈnoːvu	ˈno̞ɪtʰɯ	nɔˑv̥	næũˑ	ʔũː	ˈfoˑrnu	pa̟ˑɾ̥tʰ	ˈʃɔːvɯ	ˈkʰɾuːwɛ	ˈtʰɾiˑʃtʰɯ	ˈdiˑtʰu	sɑːɫ	maːʈʂ	sɘ̆ɾˈviˑdɯʃ	sĕ̞ɛ̆tʰ	pɘ̆ˈkʰaˑd̪ʊ	sɛɪˑʃ	sɛ̝oŭ	ˈʃtɾeɐ̆ɫɜ	ˈpɛ̝ɐ̆ðə̆ɾɜ	diˈɾɛɪtʰu	ˈfɔˑɾ̥tʰɯ	doˑˤs	ˈɡŭoʃtu	ˈɫaˑɡɾĭmɜ	de̞ːɛ̆ʃ	miɫ	tɾeˑĕ̠ʃ	ˈvɪe̠ɾɘ	vẽnˈdɪˑĕ̠ʈʂ	ɡuʃˈtaˑʈʂ	ˈɫĩŋkwɛ	ˈdɪə̆ntʰɘ	vĩːtʰ	d̥o̞ɪˑʃ	ˈʔaˑkwɛ̈	ʃpɘ̆ˈɾ̠ɛˑmuʃ	kʰɜnˈtɛˑmuʃ	ˈtɪɜ̆mpʰu	sɘ̆ˈmɛˑnɜ	ˈχɔːðɛ̈	ˈkʰwɛndu	ˈkʰwɑˑɫɯ̆	ˈviuvɜ	ˈvɪ̃ɜ̆̃ntʰu	ˈvĩˑnu	ʔĩɱˈvɛ̝ɐ̆rnu	ˈɫoˑβu	ɫɛ̞ː	ˈvɛ̝ɛ̆ɾɘ̆mɯ	ˈʔɛˑnu	supʊ̆ɾˈtaˑiˑ	ˈʒɔːvɛ̝̃ɪ̆̃	ˈvɔ̝̆ɔsɜ
Rce_Ib_Port_Nth_Std_Std	ˈmɪ̃ɘ̆̃ntʰɨ̞	ˈfaˑssu	ˈviˑvu̞	ˈtʊŏðʊ	ˈbɾaˑssu	ŏŭˈtʰoˑnõ	ˈuˑs̺su	ˈba̟ˑɾb̥ɐ̟	ˈb̥jeʃtɐ̟	ˈsæˑŋɡɘ	ˈwossu	pæʊ̃n	ˈɫaˑɾə̆ku	kʰəs̠ˈtʰɛɐ̆ɫo	ˈfɾiˑjʊ	ˈkʰwɔ̟ɾë	ˈviˑɾɘ	ɡɾɐʊ̃n	tɔ̞ˑss	ˈvaˑkʰɐ̟	ˈfiˑlʲæ	ˈmɔ̞ˑɾ̥tɛ	ˈsɪɾv̥u	ˈfɛ̆ittʰu	ˈaˑʒno	ˈpɔˑɾ̥tæ	oˈɾɪˑlʲæ	ˈtʰɛə̆r̝r̝ɐ	ˈoˑvʊ	o̝ĭtʰu	ɪ̃nˈtɾaːdɐ̟	ˈo̝ˑʎu	ˈʁaːpiðʊ	paiˑ	ˈpo̝ˑkʰu	ˈkʰæˑmpʰu̞	ˈdi̞ˑðo̝	ˈsĩŋkʊ	ˈfɫʊö̆ɾë	pɛː	ˈkwatʰɾ̥u	ˈʃɛɪʎu̞	ˈʒoːɡo	ˈkʰaˑvɾæ	ˈo̞uˑɾʊ	boõ̝n	ˈɛˑɾv̥ɐ	ˈvɪə̆ɾðë	mæ̃ˑʊ̆̃n	ˈkʰɾɛijɐ̟	tʰɛ̞̃ɪ̃n	ˈdiːk̬ɐ̟	ˈduˑɾmɪ	kɘ̆ˈβiɪ̆sˑæ	kʰɐˈɫʊŏ̟ɾë	suˑɐ	ˈkoɾ̥nũ	ˈkʰa̠ɔ̆ɫdʊ	ˈɔ̞ːɾɐ̟	sj̃ɘ̆̃ntʰŭ	ɛ̞̃ˑĩˑn	ɛ̝ː	ˈd̥ʰuˑɾɐ	ˈfwo̟ʎɐ	ɪ̃nˈtɾɛ̞̃ˑmʊs̺	ˈʃkɔɪ̆të	ˈfiˑɣə̟ðu	ˈɫuˑwɐ	mɛ̞̃ˑĩn	miou	ˈuɲɲæ	ˈno̞ˑmɛ̈	viˈzĩnʲæ	ˈnoːv̥u	ˈno̟ittʰɘ	ˈnɔ̞ˑv̥ë	næ̃ˑʊ̃n	ũː	ˈfoˑr˳nʊ̃	ˈpa̟ˑɾ̥tʰɨ̞	ˈʃɔ̞ˑvɘ	ˈkɾuːwæ	ˈtʰɾiˑʃtʰɘ	ˈdittʰu	sɑˑo	ˈmaːɾë	sɘ̆z̺ɘ̆ˈv̥iˑdʰɨʃ	ˈsɛɛ̞̆tʰɨ̞	ˈpkʰa̟ˑðo	sɛ̞ˑiˑʃ	sɛʊˑ	ˈʃtɾeə̆ɫɐ	ˈpɛ̞ˑðɾɐ̟	ðiˈɾɛitʰu̞	fɔ̞ˑɾ̥tʰ	ˈdoˑssɨ	ˈɡɔˑʃtʰŭ	ˈɫaˑk̬ɾĩmæ̃	dɛ̝ˑɛ̆ʃ	miɫ	tɾiˑĕs̠	ˈvɪɘ̆ɾe̠	vɪnˈdɪɘ̆ɾë	ɡuʃˈtaːɾe̠	ˈɫĩˑŋɡwɐ	ˈdɪ̃ɘ̆̃ntʰɨ̞	ˈvĩntʰɨ̞	dʷoiˑʃ	ˈaˑk̬wæ	ʃ̩ˈpɾɛ̞ˑmũs̺	kə̆nˈta̟ˑmʊs̺	ˈtʰiɘ̆mpʰu	s̩ˈmæˑnæ	ˈrɔ̞ːðæ	ˈkʰwɛndʊ	ˈkʰwɑˑɫɛ	ˈvjuˑvɐ̟	ˈvɪ̃ɘ̆̃ntʰʊ	ˈvĩˑɲõ̝	iɱˈvɛ̞ˑɾnõ	ˈɫoˑφu	ɫæ̃ː	ˈvɛˑrmɛ̈	ˈɛ̞̃ˑnʊ̃	sŭpʰʊ̆ɾˈtaiˑ	ˈʒɔ̞ːvɛ̞̃ĭ̃n	ˈvɔɔ̞̆sˑɐ̟
